path_name,adj_p_val,overlapping_genes,-log10_pval,method,path_name_clean,n_sensors
regulation of smooth muscle cell proliferation (GO:0048660),0.0022627574445629067,"['IGFBP5', 'IGFBP3', 'TNFAIP3', 'HMOX1', 'THBS1']",2.6453619975846663,raw,Regulation of smooth muscle cell proliferation ,5
cellular divalent inorganic cation homeostasis (GO:0072503),0.0022627574445629067,"['MT2A', 'STC2', 'CAV1', 'STC1', 'SLC39A7', 'CALR', 'TPT1']",2.6453619975846663,raw,Cellular divalent inorganic cation homeostasis ,7
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.00231282649225413,"['PSMB4', 'HLA-C', 'HLA-A', 'CALR', 'B2M', 'HLA-E']",2.6358569466859425,raw,Antigen processing and presentation of exogenous peptide antigen via mhc class i ,6
negative regulation of Wnt signaling pathway (GO:0030178),0.00235381389301092,"['GREM1', 'PSMB4', 'IGFBP4', 'DDIT3', 'CAV1', 'TPBG', 'WNT5A', 'RACK1', 'DKK1']",2.6282278781253736,raw,Negative regulation of wnt signaling pathway ,9
sulfur compound biosynthetic process (GO:0044272),0.002450404915149186,"['CHPF', 'MAT2A', 'LUM', 'DSEL', 'GSTP1', 'BGN', 'CHAC1']",2.610762145070228,raw,Sulfur compound biosynthetic process ,7
cellular response to unfolded protein (GO:0034620),0.002450404915149186,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.610762145070228,raw,Cellular response to unfolded protein ,4
cellular response to transforming growth factor beta stimulus (GO:0071560),0.00255286017542822,"['JUN', 'COL3A1', 'COL1A2', 'UBB', 'WNT5A', 'UBC', 'ID1']",2.592972971605047,raw,Cellular response to transforming growth factor beta stimulus ,7
positive regulation of programmed cell death (GO:0043068),0.00255286017542822,"['JUN', 'UBB', 'TNFRSF12A', 'IGFBP3', 'UBC', 'RACK1', 'PHLDA1', 'DUSP6', 'SOX4', 'ATF4', 'RHOB']",2.592972971605047,raw,Positive regulation of programmed cell death ,11
cellular response to UV-A (GO:0071492),0.0025678964283234827,"['MMP1', 'MMP3', 'TIMP1']",2.59042249676934,raw,Cellular response to uv-a ,3
negative regulation of protein ubiquitination (GO:0031397),0.0025678964283234827,"['CAV1', 'TNFAIP3', 'SOX4', 'HSPA1B', 'HSPA1A']",2.59042249676934,raw,Negative regulation of protein ubiquitination ,5
regulation of interleukin-8 production (GO:0032677),0.0026549185174181773,"['TMSB4X', 'DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",2.5759488033880458,raw,Regulation of interleukin-8 production ,6
positive regulation of cellular amide metabolic process (GO:0034250),0.0026549185174181773,"['RBM3', 'RACK1', 'VIM', 'EEF2', 'THBS1', 'SOX4']",2.5759488033880458,raw,Positive regulation of cellular amide metabolic process ,6
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.002783543653517543,"['NFKBIA', 'UBB', 'CAV1', 'IL1B', 'WNT5A', 'UBC', 'HSPA1B', 'HSPA1A']",2.555401963387715,raw,Positive regulation of nf-kappab transcription factor activity ,8
negative regulation of intracellular signal transduction (GO:1902532),0.0028543735894626817,"['DUSP1', 'DDIT3', 'TMSB4X', 'GSTP1', 'CAV1', 'DDIT4', 'RACK1', 'TNFAIP3', 'THBS1']",2.544489185662885,raw,Negative regulation of intracellular signal transduction ,9
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059),0.003045499054356565,"['CEBPB', 'DDIT3', 'CHAC1', 'ATF4']",2.5163415310132544,raw,Intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress ,4
positive regulation of DNA-binding transcription factor activity (GO:0051091),0.003063996792165809,"['NFKBIA', 'CSF3', 'UBB', 'DDIT3', 'IL1B', 'CAV1', 'UBC', 'WNT5A', 'HSPA1B', 'HSPA1A']",2.5137116937213584,raw,Positive regulation of dna-binding transcription factor activity ,10
positive regulation of multicellular organismal process (GO:0051240),0.003063996792165809,"['COL1A1', 'CEBPB', 'GJA1', 'SCD', 'IL1B', 'CAV1', 'SERPINE1', 'WNT5A', 'MIF', 'ENO1', 'PPIB', 'GAPDH']",2.5137116937213584,raw,Positive regulation of multicellular organismal process ,12
regulation of plasminogen activation (GO:0010755),0.003164928757960085,"['SERPINE1', 'ENO1', 'THBS1']",2.499636061435896,raw,Regulation of plasminogen activation ,3
negative regulation of leukocyte chemotaxis (GO:0002689),0.003164928757960085,"['GREM1', 'DUSP1', 'MIF']",2.499636061435896,raw,Negative regulation of leukocyte chemotaxis ,3
regulation of gene expression (GO:0010468),0.0032021871749403643,"['CEBPB', 'CXCL8', 'GPX1', 'CITED2', 'WNT5A', 'FN1', 'HMGA1', 'MIF', 'DKK1', 'ACTG1', 'DRAP1', 'GJA1', 'ACTC1', 'PCBP1', 'DDIT3', 'IL1B', 'STC2', 'RACK1', 'CALR', 'SLC38A2', 'HSPA1B', 'SOX4', 'ATF4', 'HSPA1A']",2.494553286199373,raw,Regulation of gene expression ,24
pyruvate metabolic process (GO:0006090),0.003368529463817893,"['LDHA', 'TPI1', 'PKM', 'ENO1', 'GAPDH']",2.472559649612308,raw,Pyruvate metabolic process ,5
negative regulation of protein modification by small protein conjugation or removal (GO:1903321),0.003368529463817893,"['CAV1', 'TNFAIP3', 'SOX4', 'HSPA1B', 'HSPA1A']",2.472559649612308,raw,Negative regulation of protein modification by small protein conjugation or removal ,5
regulation of mRNA catabolic process (GO:0061013),0.0034675971714765194,"['HSPA8', 'PSMB4', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",2.459971359975009,raw,Regulation of mrna catabolic process ,7
chemokine-mediated signaling pathway (GO:0070098),0.0036133006809248715,"['CXCL8', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",2.4420958970998283,raw,Chemokine-mediated signaling pathway ,5
regulation of canonical Wnt signaling pathway (GO:0060828),0.0036133006809248715,"['COL1A1', 'GREM1', 'PSMB4', 'IGFBP4', 'TPBG', 'DDIT3', 'CAV1', 'WNT5A', 'DKK1', 'SOX4']",2.4420958970998283,raw,Regulation of canonical wnt signaling pathway ,10
'de novo' posttranslational protein folding (GO:0051084),0.0036208158942005425,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.4411935569740684,raw,'de novo' posttranslational protein folding ,4
positive regulation of RNA splicing (GO:0033120),0.0036208158942005425,"['RBM3', 'SLC38A2', 'PRDX6', 'HSPA1A']",2.4411935569740684,raw,Positive regulation of rna splicing ,4
prostaglandin metabolic process (GO:0006693),0.0036208158942005425,"['GSTP1', 'MIF', 'PTGS2', 'PTGS1']",2.4411935569740684,raw,Prostaglandin metabolic process ,4
regulation of tumor necrosis factor production (GO:0032680),0.003676716044448241,"['GSTP1', 'WNT5A', 'HSPB1', 'TNFAIP3', 'MIF', 'THBS1', 'HLA-E']",2.434539909726235,raw,Regulation of tumor necrosis factor production ,7
negative regulation of canonical Wnt signaling pathway (GO:0090090),0.0037784550895044264,"['GREM1', 'PSMB4', 'IGFBP4', 'DDIT3', 'CAV1', 'TPBG', 'WNT5A', 'DKK1']",2.4226857354142672,raw,Negative regulation of canonical wnt signaling pathway ,8
regulation of endothelial cell migration (GO:0010594),0.003858602190370802,"['SPARC', 'WNT5A', 'STC1', 'CALR', 'THBS1', 'RHOB']",2.4135699935022865,raw,Regulation of endothelial cell migration ,6
transforming growth factor beta receptor signaling pathway (GO:0007179),0.003858602190370802,"['JUN', 'COL3A1', 'COL1A2', 'UBB', 'UBC', 'ID1']",2.4135699935022865,raw,Transforming growth factor beta receptor signaling pathway ,6
regulation of MAPK cascade (GO:0043408),0.003858602190370802,"['GREM1', 'IL11', 'DUSP1', 'CAV1', 'IL1B', 'GSTP1', 'FN1', 'CCN1']",2.4135699935022865,raw,Regulation of mapk cascade ,8
negative regulation of cell growth (GO:0030308),0.0039143129243816525,"['GJA1', 'CDKN1A', 'CCDC85B', 'RACK1', 'ENO1', 'HSPA1B', 'HSPA1A']",2.407344458213062,raw,Negative regulation of cell growth ,7
cellular response to topologically incorrect protein (GO:0035967),0.0039143129243816525,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.407344458213062,raw,Cellular response to topologically incorrect protein ,4
positive regulation of cell differentiation (GO:0045597),0.0039143129243816525,"['COL1A1', 'CEBPB', 'IFITM1', 'GJA1', 'CSF3', 'HSP90AB1', 'IL1B', 'IGFBP3', 'CCN2', 'CCN1']",2.407344458213062,raw,Positive regulation of cell differentiation ,10
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),0.0039143129243816525,"['GSTP1', 'RACK1', 'TNFAIP3', 'HSPA1B', 'HSPA1A']",2.407344458213062,raw,Regulation of tumor necrosis factor-mediated signaling pathway ,5
cellular protein metabolic process (GO:0044267),0.004192942330573329,"['IGFBP5', 'MMP1', 'IGFBP4', 'IGFBP3', 'FN1', 'TGOLN2', 'MRPL41', 'LGALS1', 'STC2', 'CALU', 'TIMP1', 'P4HB', 'CCN1']",2.377481110810363,raw,Cellular protein metabolic process ,13
positive regulation of transcription by RNA polymerase II (GO:0045944),0.0042849454291963305,"['H2AZ1', 'IL11', 'JUN', 'CEBPB', 'CSF3', 'CITED2', 'SERPINE1', 'WNT5A', 'HMGB2', 'HMGA1', 'NFKBIA', 'GREM1', 'DRAP1', 'UBB', 'PCBP1', 'DDIT3', 'UBC', 'CCN1', 'JUNB', 'SOX4', 'ATF4']",2.3680547046508926,raw,Positive regulation of transcription by rna polymerase ii ,21
positive regulation of cytokine production involved in immune response (GO:0002720),0.004286011219584883,"['WNT5A', 'HLA-A', 'B2M', 'HLA-E']",2.3679466964305815,raw,Positive regulation of cytokine production involved in immune response ,4
muscle contraction (GO:0006936),0.004303649453631273,"['MYL6', 'ACTC1', 'TPM4', 'TPM2', 'VIM', 'MYL9', 'MYL12A']",2.3661631106115695,raw,Muscle contraction ,7
positive regulation of macromolecule biosynthetic process (GO:0010557),0.004303649453631273,"['RBM3', 'IL1B', 'CCL2', 'VIM', 'EEF2', 'THBS1', 'SOX4']",2.3661631106115695,raw,Positive regulation of macromolecule biosynthetic process ,7
antigen processing and presentation of endogenous peptide antigen (GO:0002483),0.004315450945859134,"['HLA-A', 'B2M', 'HLA-E']",2.3649738156925686,raw,Antigen processing and presentation of endogenous peptide antigen ,3
regulation of integrin-mediated signaling pathway (GO:2001044),0.004315450945859134,"['CD63', 'FLNA', 'TIMP1']",2.3649738156925686,raw,Regulation of integrin-mediated signaling pathway ,3
regulation of trophoblast cell migration (GO:1901163),0.004315450945859134,"['GJA1', 'CALR', 'TIMP1']",2.3649738156925686,raw,Regulation of trophoblast cell migration ,3
negative regulation of smooth muscle cell migration (GO:0014912),0.004315450945859134,"['IGFBP5', 'IGFBP3', 'SERPINE1']",2.3649738156925686,raw,Negative regulation of smooth muscle cell migration ,3
regulation of cell growth (GO:0001558),0.004508761812297208,"['MMP14', 'CDKN1A', 'GJA1', 'CCDC85B', 'RACK1', 'ENO1', 'HSPA1B', 'EIF4G2', 'HSPA1A']",2.345942706883999,raw,Regulation of cell growth ,9
positive regulation of interleukin-8 production (GO:0032757),0.004633810644992759,"['DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",2.3340617170965343,raw,Positive regulation of interleukin-8 production ,5
negative regulation of MAPK cascade (GO:0043409),0.004665390627775917,"['RGS2', 'DUSP1', 'IL1B', 'GSTP1', 'CAV1', 'DUSP6']",2.331111987419053,raw,Negative regulation of mapk cascade ,6
positive regulation of protein phosphorylation (GO:0001934),0.004772514210457508,"['IL11', 'CDKN1A', 'CEMIP', 'CSF3', 'HSP90AB1', 'CCND1', 'IL1B', 'CAV1', 'RACK1', 'MIF', 'CCN1', 'CALM2']",2.321252769793574,raw,Positive regulation of protein phosphorylation ,12
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.004905741515147352,"['DDX5', 'JUN', 'COL3A1', 'COL1A2', 'UBB', 'UBC', 'ID1']",2.3092953386209856,raw,Transmembrane receptor protein serine/threonine kinase signaling pathway ,7
negative regulation of neurogenesis (GO:0050768),0.005020433389049655,"['ARHGDIA', 'IL1B', 'THY1', 'B2M']",2.299258790753673,raw,Negative regulation of neurogenesis ,4
regulation of endothelial cell chemotaxis (GO:2001026),0.005077702151715937,"['TMSB4X', 'HSPB1', 'THBS1']",2.2943327775977758,raw,Regulation of endothelial cell chemotaxis ,3
negative regulation of protein processing (GO:0010955),0.005077702151715937,"['SERPINE1', 'CHAC1', 'THBS1']",2.2943327775977758,raw,Negative regulation of protein processing ,3
prostanoid biosynthetic process (GO:0046457),0.005077702151715937,"['MIF', 'PTGS2', 'PTGS1']",2.2943327775977758,raw,Prostanoid biosynthetic process ,3
glycosaminoglycan biosynthetic process (GO:0006024),0.005302889678337868,"['CEMIP', 'CHPF', 'LUM', 'DSEL', 'IL1B', 'BGN']",2.275487407878133,raw,Glycosaminoglycan biosynthetic process ,6
retina homeostasis (GO:0001895),0.005414141078734086,"['HSPB1', 'B2M', 'ACTB', 'ACTG1']",2.2664704318094255,raw,Retina homeostasis ,4
positive regulation of T cell mediated immunity (GO:0002711),0.005414141078734086,"['IL1B', 'HLA-A', 'B2M', 'HLA-E']",2.2664704318094255,raw,Positive regulation of t cell mediated immunity ,4
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.0054334861114453846,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'GAPDH']",2.2649214387037677,raw,Antimicrobial humoral immune response mediated by antimicrobial peptide ,5
regulation of immune response (GO:0050776),0.0054334861114453846,"['COL1A1', 'IFITM1', 'COL3A1', 'COL1A2', 'HLA-C', 'HLA-A', 'B2M', 'HLA-E']",2.2649214387037677,raw,Regulation of immune response ,8
regulation of vascular associated smooth muscle cell proliferation (GO:1904705),0.0058577827809522445,"['CDKN1A', 'GJA1', 'JUN', 'IGFBP5']",2.232266736919168,raw,Regulation of vascular associated smooth muscle cell proliferation ,4
negative regulation of endothelial cell proliferation (GO:0001937),0.0058577827809522445,"['SPARC', 'CAV1', 'CCL2', 'THBS1']",2.232266736919168,raw,Negative regulation of endothelial cell proliferation ,4
positive regulation of myeloid cell differentiation (GO:0045639),0.0058577827809522445,"['CSF3', 'HMGB2', 'HSPA1B', 'HSPA1A']",2.232266736919168,raw,Positive regulation of myeloid cell differentiation ,4
epiboly involved in wound healing (GO:0090505),0.0058984755244758024,"['CD151', 'FLNA', 'CCN1']",2.2292602183337142,raw,Epiboly involved in wound healing ,3
positive regulation of translation (GO:0045727),0.0059355556983938206,"['RBM3', 'PKM', 'VIM', 'EEF2', 'THBS1', 'SOX4']",2.2265386153027387,raw,Positive regulation of translation ,6
cellular component disassembly (GO:0022411),0.0060029853967064105,"['MMP14', 'CTSL', 'MMP1', 'MMP3', 'TIMP1']",2.221632713138802,raw,Cellular component disassembly ,5
extracellular matrix disassembly (GO:0022617),0.0060029853967064105,"['MMP14', 'CTSL', 'MMP1', 'MMP3', 'TIMP1']",2.221632713138802,raw,Extracellular matrix disassembly ,5
inflammatory response (GO:0006954),0.0061061270590952454,"['CEBPB', 'CXCL8', 'IL1B', 'CCL2', 'ADM', 'CXCL1', 'CXCL3', 'THBS1', 'CXCL2']",2.214234162944363,raw,Inflammatory response ,9
intrinsic apoptotic signaling pathway (GO:0097193),0.006420827363031539,"['DDX5', 'CDKN1A', 'CEBPB', 'DDIT3', 'CHAC1', 'ATF4']",2.192409006814653,raw,Intrinsic apoptotic signaling pathway ,6
positive regulation of cellular protein metabolic process (GO:0032270),0.006420827363031539,"['NFKBIA', 'RBM3', 'VIM', 'EEF2', 'THBS1', 'SOX4']",2.192409006814653,raw,Positive regulation of cellular protein metabolic process ,6
regulation of translational initiation (GO:0006446),0.006677519691130906,"['CEBPB', 'HSPB1', 'EIF4G2', 'ATF4', 'EIF1']",2.175384822627161,raw,Regulation of translational initiation ,5
interferon-gamma-mediated signaling pathway (GO:0060333),0.006677519691130906,"['MT2A', 'HLA-C', 'HLA-A', 'B2M', 'HLA-E']",2.175384822627161,raw,Interferon-gamma-mediated signaling pathway ,5
receptor-mediated endocytosis (GO:0006898),0.006677519691130906,"['SPARC', 'CXCL8', 'CTSL', 'CAV1', 'ADM', 'CALR', 'AP2M1']",2.175384822627161,raw,Receptor-mediated endocytosis ,7
negative regulation of DNA-binding transcription factor activity (GO:0043433),0.006677519691130906,"['NFKBIA', 'DDIT3', 'TMSB4X', 'ID1', 'ID3', 'TNFAIP3', 'FLNA']",2.175384822627161,raw,Negative regulation of dna-binding transcription factor activity ,7
regulation of receptor-mediated endocytosis (GO:0048259),0.006738067546456541,"['SERPINE1', 'B2M', 'DKK1', 'ARF6']",2.171464639703027,raw,Regulation of receptor-mediated endocytosis ,4
positive regulation of cellular metabolic process (GO:0031325),0.007256376254574546,"['NFKBIA', 'GREM1', 'CD63', 'CDKN1A', 'CXCL8', 'THBS1']",2.1392802065090097,raw,Positive regulation of cellular metabolic process ,6
regulation of nitric oxide biosynthetic process (GO:0045428),0.0073155254481280735,"['HSP90AB1', 'CAV1', 'IL1B', 'PTGS2']",2.135754474593081,raw,Regulation of nitric oxide biosynthetic process ,4
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),0.0073155254481280735,"['UBB', 'CAV1', 'DDIT3', 'RACK1']",2.135754474593081,raw,Positive regulation of intrinsic apoptotic signaling pathway ,4
regulation of mRNA stability (GO:0043488),0.007363564468843738,"['HSPA8', 'PSMB4', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",2.132911906530261,raw,Regulation of mrna stability ,7
positive regulation of protein serine/threonine kinase activity (GO:0071902),0.007475380368292099,"['CEMIP', 'CCND1', 'TCIM', 'IL1B', 'WNT5A', 'CALM2']",2.126366704321584,raw,Positive regulation of protein serine/threonine kinase activity ,6
gluconeogenesis (GO:0006094),0.007922862367109446,"['TPI1', 'ENO1', 'GAPDH', 'ATF4']",2.1011178884030954,raw,Gluconeogenesis ,4
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),0.008166393315966625,"['GREM1', 'UBB', 'CAV1', 'UBC', 'DKK1', 'HSPA1A']",2.087969707092372,raw,Negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway ,6
"positive regulation of transcription, DNA-templated (GO:0045893)",0.008262225346360138,"['H2AZ1', 'IL11', 'JUN', 'CEBPB', 'CSF3', 'CITED2', 'SERPINE1', 'WNT5A', 'HMGB2', 'HMGA1', 'H1-0', 'COL1A1', 'NFKBIA', 'GREM1', 'DRAP1', 'UBB', 'PCBP1', 'DDIT3', 'IL1B', 'UBC', 'CCN1', 'JUNB', 'SOX4', 'ATF4']",2.0829029641226753,raw,"Positive regulation of transcription, dna-templated ",24
response to molecule of bacterial origin (GO:0002237),0.008737690647436083,"['CXCL8', 'IL1B', 'HMGB2', 'TNFAIP3', 'CXCL2']",2.058603335283321,raw,Response to molecule of bacterial origin ,5
negative regulation of nucleic acid-templated transcription (GO:1903507),0.0087699444571555,"['HSPA8', 'JUN', 'CITED2', 'WNT5A', 'HMGB2', 'HMGA1', 'ENO1', 'EID1', 'CCDC85B', 'DDIT3', 'ID1', 'ID3', 'CALR']",2.057003157150181,raw,Negative regulation of nucleic acid-templated transcription ,13
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567),0.008825886801848879,"['IGFBP5', 'IGFBP4', 'IGFBP3']",2.054241646982601,raw,Regulation of insulin-like growth factor receptor signaling pathway ,3
regulation of neuroinflammatory response (GO:0150077),0.008825886801848879,"['IL1B', 'MMP3', 'PTGS2']",2.054241646982601,raw,Regulation of neuroinflammatory response ,3
prostaglandin biosynthetic process (GO:0001516),0.008825886801848879,"['MIF', 'PTGS2', 'PTGS1']",2.054241646982601,raw,Prostaglandin biosynthetic process ,3
actin filament organization (GO:0007015),0.008889992630871809,"['MARCKS', 'ACTC1', 'TPM4', 'TPM2', 'RFLNB', 'FLNA', 'RHOB']",2.051098599026753,raw,Actin filament organization ,7
proteolysis involved in cellular protein catabolic process (GO:0051603),0.009028907197058272,"['UBB', 'CTSL', 'UBC', 'TNFAIP3', 'CTSB']",2.044364810816888,raw,Proteolysis involved in cellular protein catabolic process ,5
cellular response to interleukin-1 (GO:0071347),0.009594330905107142,"['NFKBIA', 'PSMB4', 'CXCL8', 'UBB', 'IL1B', 'UBC', 'CCL2']",2.0179853069474847,raw,Cellular response to interleukin-1 ,7
hexose biosynthetic process (GO:0019319),0.009594330905107142,"['TPI1', 'ENO1', 'GAPDH', 'ATF4']",2.0179853069474847,raw,Hexose biosynthetic process ,4
positive regulation of receptor-mediated endocytosis (GO:0048260),0.009594330905107142,"['GREM1', 'CD63', 'SERPINE1', 'B2M']",2.0179853069474847,raw,Positive regulation of receptor-mediated endocytosis ,4
regulation of fever generation (GO:0031620),0.009594330905107142,"['IL1B', 'PTGS2']",2.0179853069474847,raw,Regulation of fever generation ,2
intracellular sequestering of iron ion (GO:0006880),0.009594330905107142,"['FTH1', 'FTL']",2.0179853069474847,raw,Intracellular sequestering of iron ion ,2
negative regulation of plasminogen activation (GO:0010757),0.009594330905107142,"['SERPINE1', 'THBS1']",2.0179853069474847,raw,Negative regulation of plasminogen activation ,2
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),0.009594330905107142,"['DDIT3', 'TMSB4X']",2.0179853069474847,raw,Negative regulation of rna polymerase ii regulatory region sequence-specific dna binding ,2
positive regulation of heat generation (GO:0031652),0.009594330905107142,"['IL1B', 'PTGS2']",2.0179853069474847,raw,Positive regulation of heat generation ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.009594330905107142,"['HSPA1B', 'HSPA1A']",2.0179853069474847,raw,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
positive regulation of prostaglandin biosynthetic process (GO:0031394),0.009594330905107142,"['IL1B', 'PTGS2']",2.0179853069474847,raw,Positive regulation of prostaglandin biosynthetic process ,2
regulation of protein modification by small protein conjugation or removal (GO:1903320),0.009698191110517748,"['HSP90AB1', 'HSPA1B', 'HSPA1A']",2.013309262020297,raw,Regulation of protein modification by small protein conjugation or removal ,3
regulation of cell differentiation (GO:0045595),0.009741437411582376,"['GREM1', 'DDX5', 'CEBPB', 'HSP90AB1', 'CEBPD', 'CCN2', 'ATF4']",2.011376955456148,raw,Regulation of cell differentiation ,7
positive regulation of cellular component organization (GO:0051130),0.009808892136191101,"['TMED9', 'CD151', 'GPX1', 'MMP1', 'MMP3', 'RACK1']",2.0083800411734636,raw,Positive regulation of cellular component organization ,6
