,path_name,adj_p_val,overlapping_genes,mode
5,response to unfolded protein (GO:0006986),0.00011631690343210846,"['DNAJA1', 'HSPA8', 'HSP90AA1', 'HSPH1', 'HSPA5', 'HSPA4', 'HSPD1']",6
6,DNA conformation change (GO:0071103),0.00011988379034466411,"['TOP2A', 'HAT1', 'HMGB3', 'HMGB1', 'TOP1']",6
7,mitotic nuclear division (GO:0140014),0.00011988379034466411,"['TPX2', 'UBE2C', 'UBE2S', 'CDCA8', 'KIF11', 'KNSTRN', 'NDC80', 'ZWINT']",6
8,anaphase-promoting complex-dependent catabolic process (GO:0031145),0.0002698319301112026,"['PSMA3', 'PSMD12', 'UBE2C', 'UBE2S', 'PSME3', 'PSMD1', 'BUB3', 'AURKA']",6
9,mRNA processing (GO:0006397),0.0002698319301112026,"['HSPA8', 'PPIL1', 'NCBP1', 'DDX46', 'DHX9', 'SRSF1', 'HNRNPR', 'LSM5', 'CCAR1', 'HNRNPM', 'SNRPD1', 'SNRPE', 'SNRPB2', 'SNRPF']",6
10,protein localization to condensed chromosome (GO:1903083),0.0004974424577118,"['ZWILCH', 'BUB3', 'KNL1', 'SPDL1']",6
11,intracellular protein transmembrane transport (GO:0065002),0.0004974424577118,"['AIFM1', 'HSPA5', 'SEC61G', 'TIMM17A', 'SEC62', 'HSPD1']",6
12,regulation of cell cycle phase transition (GO:1901987),0.0004974424577118,"['PSMA3', 'PSMD12', 'UBE2C', 'UBE2S', 'PSME3', 'PSMD1', 'BUB3', 'GTSE1']",6
13,DNA-dependent DNA replication (GO:0006261),0.0005598022703612493,"['PSMD12', 'PSMA3', 'PSME3', 'GINS4', 'POLE3', 'RECQL', 'PSMD1', 'DDX21', 'SSBP1']",6
14,protein localization to kinetochore (GO:0034501),0.0007533842571987741,"['ZWILCH', 'KNL1', 'BUB3', 'SPDL1']",6
15,ribonucleoprotein complex assembly (GO:0022618),0.0007533842571987741,"['HSP90AA1', 'NCBP1', 'SNRPD1', 'DHX9', 'XRCC5', 'SRSF1', 'STRAP', 'SNRPE', 'SNRPF']",6
16,regulation of G2/M transition of mitotic cell cycle (GO:0010389),0.0014171869362431156,"['TPX2', 'PSMD12', 'HSP90AA1', 'PSMA3', 'PSME3', 'KIF14', 'PSMD1', 'CEP78', 'AURKA']",6
17,"protein localization to chromosome, centromeric region (GO:0071459)",0.0014171869362431156,"['ZWILCH', 'KNL1', 'BUB3', 'SPDL1']",6
18,sister chromatid segregation (GO:0000819),0.0014171869362431156,"['TOP2A', 'CDCA8', 'KNSTRN', 'NDC80', 'ZWINT']",6
19,"posttranslational protein targeting to membrane, translocation (GO:0031204)",0.002155663376537771,"['HSPA5', 'SEC61G', 'SEC62']",6
20,rRNA metabolic process (GO:0016072),0.0023178897720721762,"['NIFK', 'MRTO4', 'DIS3L', 'NOL11', 'DDX52', 'RPS2', 'WDR12', 'UTP18', 'DCAF13']",6
21,mRNA metabolic process (GO:0016071),0.002769390051666176,"['SSB', 'NCBP1', 'SRSF1', 'HNRNPR', 'SNRPE', 'SNRPF', 'LSM5']",6
22,cellular protein-containing complex assembly (GO:0034622),0.0028118176992234815,"['HSP90AA1', 'AIFM1', 'DHX9', 'HSPA4', 'CLTA', 'PSMG1', 'OMA1', 'DLGAP5', 'HSPD1']",6
23,chaperone-mediated protein complex assembly (GO:0051131),0.003307767044643373,"['HSP90AA1', 'HSPA4', 'PSMG1', 'HSPD1']",6
24,mitotic sister chromatid segregation (GO:0000070),0.003771162271467322,"['KIF14', 'CDCA8', 'SPDL1', 'KNSTRN', 'NDC80', 'ZWINT', 'DLGAP5']",6
25,ATF6-mediated unfolded protein response (GO:0036500),0.003771162271467322,"['HSPA5', 'CALR', 'HSP90B1']",6
26,DNA topological change (GO:0006265),0.003771162271467322,"['TOP2A', 'HMGB1', 'TOP1']",6
27,protein stabilization (GO:0050821),0.003771162271467322,"['CCT6A', 'HSP90AA1', 'PDCD10', 'USP33', 'CALR', 'SUGT1', 'GTSE1', 'CCT5', 'HSPD1']",6
28,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.004018699577184019,"['PDIA3', 'PSMA3', 'PSMD12', 'PSME3', 'PSMD1', 'CALR']",6
29,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.004242333718955711,"['PSMA3', 'PSMD12', 'HSPA5', 'UBE2C', 'UBE2S', 'PSME3', 'KIF14', 'PSMD1', 'UBE2G1', 'BUB3', 'AURKA', 'HSP90B1']",6
30,DNA metabolic process (GO:0006259),0.004724718098493507,"['TOP2A', 'GEN1', 'XRCC5', 'POLE3', 'RECQL', 'HMGB3', 'DDX21', 'TOP1', 'HMGB1', 'KPNA2', 'SAMHD1']",6
31,DNA geometric change (GO:0032392),0.00491392273560916,"['DHX9', 'RECQL', 'HMGB3', 'HMGB1']",6
32,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.005112803574559593,"['PDIA3', 'PSMA3', 'PSMD12', 'PSME3', 'PSMD1', 'CALR']",6
33,mitotic metaphase plate congression (GO:0007080),0.005825838759063893,"['NUF2', 'KIF14', 'CDCA8', 'SPDL1', 'NDC80']",6
34,histone mRNA metabolic process (GO:0008334),0.006057613820687387,"['SSB', 'NCBP1', 'SNRPE', 'SNRPF']",6
35,regulation of apoptotic process (GO:0042981),0.006192658078223058,"['TOP2A', 'HSP90AA1', 'HSPA5', 'KIF14', 'OMA1', 'HMGB1', 'CCAR1', 'MTDH', 'HSP90B1', 'HSPD1', 'DNAJC3', 'DNAJA1', 'MELK', 'AIFM1', 'PDCD10', 'C1QBP', 'ANP32E', 'BIRC5', 'CALR']",6
36,posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620),0.007058484493398296,"['HSPA5', 'SEC61G', 'SEC62']",6
37,regulation of cell cycle G2/M phase transition (GO:1902749),0.007135518322899117,"['TPX2', 'HSP90AA1', 'KIF14', 'GTSE1', 'AURKA', 'CEP78']",6
38,protein targeting to mitochondrion (GO:0006626),0.007282240540735661,"['HSP90AA1', 'AIFM1', 'HSPA4', 'TIMM17A', 'HSPD1']",6
39,double-strand break repair (GO:0006302),0.008024181584629858,"['GEN1', 'SEM1', 'H2AX', 'XRCC5', 'RECQL', 'HMGB1', 'KPNA2', 'SAMHD1']",6
40,negative regulation of cell cycle G2/M phase transition (GO:1902750),0.008024181584629858,"['PSMA3', 'PSMD12', 'PSME3', 'PSMD1', 'AURKA']",6
41,kinetochore organization (GO:0051383),0.008024181584629858,"['NUF2', 'NDC80', 'DLGAP5']",6
0,microtubule cytoskeleton organization involved in mitosis (GO:1902850),3.023828614489946e-09,"['ERCC6L', 'ZWILCH', 'CDCA8', 'KNL1', 'KIF11', 'NDC80', 'ZWINT', 'SKA2', 'AURKA', 'KIF4A', 'NUF2', 'BIRC5', 'SPDL1', 'BUB3', 'DLGAP5']",7
1,mitotic spindle organization (GO:0007052),3.023828614489946e-09,"['ERCC6L', 'ZWILCH', 'CDCA8', 'KNL1', 'KIF11', 'NDC80', 'ZWINT', 'SKA2', 'AURKA', 'TPX2', 'KIF4A', 'NUF2', 'BIRC5', 'SPDL1', 'BUB3', 'DLGAP5']",7
2,"mRNA splicing, via spliceosome (GO:0000398)",5.0118842903666715e-05,"['HSPA8', 'PPIL1', 'NCBP1', 'DDX46', 'DHX9', 'SRSF1', 'HNRNPR', 'LSM5', 'CCAR1', 'HNRNPM', 'SNRPD1', 'STRAP', 'SNRPE', 'SNRPB2', 'SNRPF']",7
3,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",8.014392765868076e-05,"['HSPA8', 'PPIL1', 'NCBP1', 'DDX46', 'DHX9', 'SRSF1', 'HNRNPR', 'LSM5', 'CCAR1', 'HNRNPM', 'SNRPD1', 'SNRPE', 'SNRPB2', 'SNRPF']",7
4,regulation of mitotic cell cycle phase transition (GO:1901990),0.00011327114809288363,"['TPX2', 'PSMD12', 'HSP90AA1', 'PSMA3', 'UBE2C', 'UBE2S', 'PSME3', 'KIF14', 'PSMD1', 'BUB3', 'CEP78', 'AURKA']",7
5,response to unfolded protein (GO:0006986),0.00011631690343210846,"['DNAJA1', 'HSPA8', 'HSP90AA1', 'HSPH1', 'HSPA5', 'HSPA4', 'HSPD1']",7
6,DNA conformation change (GO:0071103),0.00011988379034466411,"['TOP2A', 'HAT1', 'HMGB3', 'HMGB1', 'TOP1']",7
7,mitotic nuclear division (GO:0140014),0.00011988379034466411,"['TPX2', 'UBE2C', 'UBE2S', 'CDCA8', 'KIF11', 'KNSTRN', 'NDC80', 'ZWINT']",7
8,anaphase-promoting complex-dependent catabolic process (GO:0031145),0.0002698319301112026,"['PSMA3', 'PSMD12', 'UBE2C', 'UBE2S', 'PSME3', 'PSMD1', 'BUB3', 'AURKA']",7
9,mRNA processing (GO:0006397),0.0002698319301112026,"['HSPA8', 'PPIL1', 'NCBP1', 'DDX46', 'DHX9', 'SRSF1', 'HNRNPR', 'LSM5', 'CCAR1', 'HNRNPM', 'SNRPD1', 'SNRPE', 'SNRPB2', 'SNRPF']",7
10,protein localization to condensed chromosome (GO:1903083),0.0004974424577118,"['ZWILCH', 'BUB3', 'KNL1', 'SPDL1']",7
11,intracellular protein transmembrane transport (GO:0065002),0.0004974424577118,"['AIFM1', 'HSPA5', 'SEC61G', 'TIMM17A', 'SEC62', 'HSPD1']",7
12,regulation of cell cycle phase transition (GO:1901987),0.0004974424577118,"['PSMA3', 'PSMD12', 'UBE2C', 'UBE2S', 'PSME3', 'PSMD1', 'BUB3', 'GTSE1']",7
13,DNA-dependent DNA replication (GO:0006261),0.0005598022703612493,"['PSMD12', 'PSMA3', 'PSME3', 'GINS4', 'POLE3', 'RECQL', 'PSMD1', 'DDX21', 'SSBP1']",7
14,protein localization to kinetochore (GO:0034501),0.0007533842571987741,"['ZWILCH', 'KNL1', 'BUB3', 'SPDL1']",7
15,ribonucleoprotein complex assembly (GO:0022618),0.0007533842571987741,"['HSP90AA1', 'NCBP1', 'SNRPD1', 'DHX9', 'XRCC5', 'SRSF1', 'STRAP', 'SNRPE', 'SNRPF']",7
16,regulation of G2/M transition of mitotic cell cycle (GO:0010389),0.0014171869362431156,"['TPX2', 'PSMD12', 'HSP90AA1', 'PSMA3', 'PSME3', 'KIF14', 'PSMD1', 'CEP78', 'AURKA']",7
17,"protein localization to chromosome, centromeric region (GO:0071459)",0.0014171869362431156,"['ZWILCH', 'KNL1', 'BUB3', 'SPDL1']",7
18,sister chromatid segregation (GO:0000819),0.0014171869362431156,"['TOP2A', 'CDCA8', 'KNSTRN', 'NDC80', 'ZWINT']",7
19,"posttranslational protein targeting to membrane, translocation (GO:0031204)",0.002155663376537771,"['HSPA5', 'SEC61G', 'SEC62']",7
20,rRNA metabolic process (GO:0016072),0.0023178897720721762,"['NIFK', 'MRTO4', 'DIS3L', 'NOL11', 'DDX52', 'RPS2', 'WDR12', 'UTP18', 'DCAF13']",7
21,mRNA metabolic process (GO:0016071),0.002769390051666176,"['SSB', 'NCBP1', 'SRSF1', 'HNRNPR', 'SNRPE', 'SNRPF', 'LSM5']",7
22,cellular protein-containing complex assembly (GO:0034622),0.0028118176992234815,"['HSP90AA1', 'AIFM1', 'DHX9', 'HSPA4', 'CLTA', 'PSMG1', 'OMA1', 'DLGAP5', 'HSPD1']",7
23,chaperone-mediated protein complex assembly (GO:0051131),0.003307767044643373,"['HSP90AA1', 'HSPA4', 'PSMG1', 'HSPD1']",7
24,mitotic sister chromatid segregation (GO:0000070),0.003771162271467322,"['KIF14', 'CDCA8', 'SPDL1', 'KNSTRN', 'NDC80', 'ZWINT', 'DLGAP5']",7
25,ATF6-mediated unfolded protein response (GO:0036500),0.003771162271467322,"['HSPA5', 'CALR', 'HSP90B1']",7
26,DNA topological change (GO:0006265),0.003771162271467322,"['TOP2A', 'HMGB1', 'TOP1']",7
27,protein stabilization (GO:0050821),0.003771162271467322,"['CCT6A', 'HSP90AA1', 'PDCD10', 'USP33', 'CALR', 'SUGT1', 'GTSE1', 'CCT5', 'HSPD1']",7
28,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.004018699577184019,"['PDIA3', 'PSMA3', 'PSMD12', 'PSME3', 'PSMD1', 'CALR']",7
29,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.004242333718955711,"['PSMA3', 'PSMD12', 'HSPA5', 'UBE2C', 'UBE2S', 'PSME3', 'KIF14', 'PSMD1', 'UBE2G1', 'BUB3', 'AURKA', 'HSP90B1']",7
30,DNA metabolic process (GO:0006259),0.004724718098493507,"['TOP2A', 'GEN1', 'XRCC5', 'POLE3', 'RECQL', 'HMGB3', 'DDX21', 'TOP1', 'HMGB1', 'KPNA2', 'SAMHD1']",7
31,DNA geometric change (GO:0032392),0.00491392273560916,"['DHX9', 'RECQL', 'HMGB3', 'HMGB1']",7
32,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.005112803574559593,"['PDIA3', 'PSMA3', 'PSMD12', 'PSME3', 'PSMD1', 'CALR']",7
33,mitotic metaphase plate congression (GO:0007080),0.005825838759063893,"['NUF2', 'KIF14', 'CDCA8', 'SPDL1', 'NDC80']",7
34,histone mRNA metabolic process (GO:0008334),0.006057613820687387,"['SSB', 'NCBP1', 'SNRPE', 'SNRPF']",7
35,regulation of apoptotic process (GO:0042981),0.006192658078223058,"['TOP2A', 'HSP90AA1', 'HSPA5', 'KIF14', 'OMA1', 'HMGB1', 'CCAR1', 'MTDH', 'HSP90B1', 'HSPD1', 'DNAJC3', 'DNAJA1', 'MELK', 'AIFM1', 'PDCD10', 'C1QBP', 'ANP32E', 'BIRC5', 'CALR']",7
36,posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620),0.007058484493398296,"['HSPA5', 'SEC61G', 'SEC62']",7
37,regulation of cell cycle G2/M phase transition (GO:1902749),0.007135518322899117,"['TPX2', 'HSP90AA1', 'KIF14', 'GTSE1', 'AURKA', 'CEP78']",7
38,protein targeting to mitochondrion (GO:0006626),0.007282240540735661,"['HSP90AA1', 'AIFM1', 'HSPA4', 'TIMM17A', 'HSPD1']",7
39,double-strand break repair (GO:0006302),0.008024181584629858,"['GEN1', 'SEM1', 'H2AX', 'XRCC5', 'RECQL', 'HMGB1', 'KPNA2', 'SAMHD1']",7
40,negative regulation of cell cycle G2/M phase transition (GO:1902750),0.008024181584629858,"['PSMA3', 'PSMD12', 'PSME3', 'PSMD1', 'AURKA']",7
41,kinetochore organization (GO:0051383),0.008024181584629858,"['NUF2', 'NDC80', 'DLGAP5']",7
0,mitotic cell cycle phase transition (GO:0044772),0.001844224176088621,"['MELK', 'BORA', 'PPP1R12A', 'UBE2C', 'CCNF', 'NEK2', 'MASTL', 'CRLF3', 'FOXM1', 'CACUL1', 'ANAPC1', 'PHF8']",8
1,cytoskeleton-dependent cytokinesis (GO:0061640),0.004117046376554184,"['ANLN', 'RACGAP1', 'KIF4A', 'VPS4A', 'KIF23', 'KIF20A', 'RHOC']",8
2,mitotic cytokinesis (GO:0000281),0.004117046376554184,"['ANLN', 'RACGAP1', 'KIF4A', 'KIF23', 'KIF20A', 'RHOC']",8
0,mitotic cell cycle phase transition (GO:0044772),0.001844224176088621,"['MELK', 'BORA', 'PPP1R12A', 'UBE2C', 'CCNF', 'NEK2', 'MASTL', 'CRLF3', 'FOXM1', 'CACUL1', 'ANAPC1', 'PHF8']",9
1,cytoskeleton-dependent cytokinesis (GO:0061640),0.004117046376554184,"['ANLN', 'RACGAP1', 'KIF4A', 'VPS4A', 'KIF23', 'KIF20A', 'RHOC']",9
2,mitotic cytokinesis (GO:0000281),0.004117046376554184,"['ANLN', 'RACGAP1', 'KIF4A', 'KIF23', 'KIF20A', 'RHOC']",9
0,microtubule cytoskeleton organization involved in mitosis (GO:1902850),9.124505044351774e-13,"['ERCC6L', 'STIL', 'NUDC', 'ZWILCH', 'TTK', 'DYNLL1', 'RANGAP1', 'SKA1', 'NDC80', 'ZWINT', 'AURKA', 'CDC20', 'CCNB1', 'KIF4A', 'NUF2', 'RCC1', 'DLGAP5', 'RAN']",10
1,mitotic spindle organization (GO:0007052),1.7817254772051207e-11,"['ERCC6L', 'STIL', 'NUDC', 'ZWILCH', 'TTK', 'DYNLL1', 'RANGAP1', 'SKA1', 'NDC80', 'ZWINT', 'AURKA', 'CDC20', 'CCNB1', 'KIF4A', 'NUF2', 'RCC1', 'DLGAP5', 'RAN']",10
2,positive regulation of telomerase RNA localization to Cajal body (GO:1904874),2.0719379530067812e-10,"['CCT3', 'CCT6A', 'CCT2', 'SHQ1', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
3,regulation of mitotic cell cycle phase transition (GO:1901990),2.0719379530067812e-10,"['HSP90AA1', 'PSMD13', 'UBE2C', 'TUBB', 'HMMR', 'INO80', 'DYNLL1', 'TUBB4B', 'TUBA4A', 'AURKA', 'CDC20', 'CCNB1', 'PSMD4', 'UBB', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
4,positive regulation of establishment of protein localization to telomere (GO:1904851),2.874009896045088e-10,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
5,regulation of establishment of protein localization to telomere (GO:0070203),4.898117779708237e-10,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
6,regulation of protein localization to Cajal body (GO:1904869),4.898117779708237e-10,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
7,positive regulation of protein localization to Cajal body (GO:1904871),4.898117779708237e-10,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
8,regulation of telomerase RNA localization to Cajal body (GO:1904872),5.291903897891085e-10,"['CCT3', 'CCT6A', 'CCT2', 'SHQ1', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
9,"positive regulation of protein localization to chromosome, telomeric region (GO:1904816)",9.325179263685968e-10,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
10,tRNA aminoacylation for protein translation (GO:0006418),1.4245016638145752e-09,"['AIMP2', 'GARS1', 'LARS2', 'MARS1', 'YARS1', 'TARS1', 'EARS2', 'WARS1', 'VARS1', 'FARSB']",10
11,regulation of G2/M transition of mitotic cell cycle (GO:0010389),3.030878073727041e-09,"['HSP90AA1', 'PSMD13', 'TUBB', 'HMMR', 'DYNLL1', 'TUBB4B', 'TUBA4A', 'AURKA', 'CCNB1', 'RAD51C', 'PSMD4', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
12,response to unfolded protein (GO:0006986),4.90450110385601e-09,"['HSPA9', 'DNAJA1', 'DNAJB1', 'HSPA8', 'HSP90AA1', 'HSPH1', 'HSPA5', 'HSPA4', 'HSPA4L', 'HSPD1']",10
13,tRNA aminoacylation (GO:0043039),1.0324979037638599e-08,"['AIMP2', 'GARS1', 'LARS2', 'MARS1', 'YARS1', 'TARS1', 'WARS1', 'VARS1', 'FARSB']",10
14,positive regulation of establishment of protein localization (GO:1904951),3.727684025208719e-08,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
15,anaphase-promoting complex-dependent catabolic process (GO:0031145),6.362597140024201e-08,"['CDC20', 'CCNB1', 'PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'UBE2C', 'PSMD2', 'PSME3', 'PSMD1', 'AURKA']",10
16,positive regulation of telomere maintenance via telomerase (GO:0032212),7.818663612302093e-08,"['CCT3', 'CCT6A', 'CCT2', 'XRCC5', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
17,positive regulation of telomere maintenance via telomere lengthening (GO:1904358),1.568622082982877e-07,"['CCT3', 'CCT6A', 'CCT2', 'XRCC5', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
18,translation (GO:0006412),3.1076303808859866e-07,"['MRPL18', 'MARS1', 'MRPS18B', 'MRPS7', 'YARS1', 'MRPL35', 'WARS1', 'AIMP2', 'MRPL3', 'LARS2', 'GARS1', 'RPL22L1', 'TARS1', 'FARSB', 'VARS1']",10
19,positive regulation of DNA biosynthetic process (GO:2000573),6.306548126169312e-07,"['CCT3', 'CCT6A', 'CCT2', 'HSP90AA1', 'XRCC5', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
20,cellular protein-containing complex assembly (GO:0034622),9.596218408525343e-07,"['NDC1', 'CCT2', 'HSP90AA1', 'DHX9', 'PSMD13', 'HSPA4', 'ADRM1', 'HSPD1', 'NUP93', 'SHQ1', 'PSMD4', 'TCP1', 'DLGAP5']",10
21,positive regulation of protein localization to nucleus (GO:1900182),1.5338984415710696e-06,"['CCT3', 'CCT6A', 'CCT2', 'TCP1', 'CCT7', 'GTSE1', 'CCT5', 'RAN', 'CCT4']",10
22,protein stabilization (GO:0050821),1.8707724724476584e-06,"['CCT3', 'CCT2', 'HSP90AA1', 'HSPD1', 'CCT6A', 'TCP1', 'CALR', 'SUGT1', 'PPIB', 'CCT7', 'GTSE1', 'CCT5', 'CCT4']",10
23,regulation of cell cycle phase transition (GO:1901987),2.193376661192157e-06,"['CDC20', 'CCNB1', 'PSMD4', 'PSMD13', 'PSMB3', 'UBE2C', 'PSMD2', 'PSME3', 'PSMD1', 'GTSE1']",10
24,regulation of telomere maintenance via telomerase (GO:0032210),2.4495949681776857e-06,"['CCT3', 'CCT6A', 'CCT2', 'XRCC5', 'TCP1', 'CCT7', 'CCT5', 'CCT4']",10
25,mitotic sister chromatid segregation (GO:0000070),4.017080286792135e-06,"['CCNB1', 'NUDC', 'CDCA5', 'NCAPG', 'INO80', 'NCAPH', 'NDC80', 'ZWINT', 'DLGAP5', 'RAN']",10
26,regulation of cellular response to heat (GO:1900034),4.748208644985411e-06,"['NDC1', 'NUP93', 'DNAJB1', 'HSPA8', 'HSP90AA1', 'HSPH1', 'CHORDC1', 'FKBP4', 'MTOR']",10
27,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),1.0651673511969483e-05,"['DNAJB1', 'PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'INO80']",10
28,regulation of mitotic cell cycle (GO:0007346),1.1478954525878778e-05,"['CDC20', 'CCNB1', 'PSMD4', 'PSMD13', 'UBE2C', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'RCC1', 'KIF20B', 'DLGAP5']",10
29,regulation of cellular response to stress (GO:0080135),1.386978084624899e-05,"['NUP93', 'NDC1', 'HSPA8', 'DNAJB1', 'HSP90AA1', 'HSPH1', 'CHORDC1', 'FKBP4', 'MTOR', 'MANF']",10
30,ribosome biogenesis (GO:0042254),2.4258345479203988e-05,"['RRP7A', 'NOP56', 'EBNA1BP2', 'UTP4', 'NIP7', 'MRTO4', 'DDX10', 'UTP20', 'NOL11', 'WDR46', 'RAN', 'NOL6']",10
31,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",2.8571671259990363e-05,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'CYBB', 'CALR']",10
32,mitotic nuclear membrane organization (GO:0101024),2.8828021147559397e-05,"['NDC1', 'NUP93', 'CCNB1', 'RCC1', 'BANF1', 'RANGAP1', 'RAN']",10
33,mitotic nuclear membrane reassembly (GO:0007084),2.8828021147559397e-05,"['NDC1', 'NUP93', 'CCNB1', 'RCC1', 'BANF1', 'RANGAP1', 'RAN']",10
34,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),3.439809184556781e-05,"['HSPA5', 'UBE2C', 'PSMD13', 'WWP2', 'AURKA', 'HSP90B1', 'CDC20', 'UCHL1', 'CCNB1', 'PSMD4', 'UBB', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
35,nuclear membrane reassembly (GO:0031468),4.0215268211538035e-05,"['NDC1', 'NUP93', 'CCNB1', 'RCC1', 'BANF1', 'RANGAP1', 'RAN']",10
36,mitochondrial translation (GO:0032543),4.0215268211538035e-05,"['LARS2', 'MRPL3', 'GFM1', 'MRPL18', 'MRPS18B', 'MRPL15', 'MRPS7', 'MRPL35', 'EARS2']",10
37,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),4.0215268211538035e-05,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'CYBB', 'CALR']",10
38,negative regulation of cell cycle G2/M phase transition (GO:1902750),5.455719881984245e-05,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'AURKA']",10
39,regulation of cell cycle G2/M phase transition (GO:1902749),7.386992983575618e-05,"['HSP90AA1', 'TUBB', 'HMMR', 'DYNLL1', 'TUBB4B', 'GTSE1', 'TUBA4A', 'AURKA']",10
40,pre-replicative complex assembly (GO:0036388),0.00011494418059233915,"['PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
41,negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),0.00013831633323669899,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'AURKA']",10
42,chromosome condensation (GO:0030261),0.00017146295356624766,"['CCNB1', 'CDCA5', 'NCAPG', 'BANF1', 'NCAPH', 'H1-2']",10
43,rRNA metabolic process (GO:0016072),0.00017146295356624766,"['RRP7A', 'NOP56', 'EBNA1BP2', 'UTP4', 'MRTO4', 'DDX10', 'UTP20', 'NOL11', 'WDR46', 'NOL6']",10
44,cellular response to hypoxia (GO:0071456),0.00020930601564189973,"['PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'HYOU1', 'MTOR']",10
45,ribonucleoprotein complex assembly (GO:0022618),0.00027447983914893106,"['RRP7A', 'HSP90AA1', 'SHQ1', 'DHX9', 'XRCC5', 'DDX1', 'TGS1', 'STRAP', 'MRPS7']",10
46,RNA localization to Cajal body (GO:0090670),0.00027447983914893106,"['CCT2', 'TCP1', 'CCT4']",10
47,scaRNA localization to Cajal body (GO:0090666),0.00027447983914893106,"['CCT2', 'TCP1', 'CCT4']",10
48,rRNA processing (GO:0006364),0.00027447983914893106,"['RRP7A', 'NOP56', 'EBNA1BP2', 'UTP4', 'MRTO4', 'DDX10', 'UTP20', 'NOL11', 'WDR46', 'NOL6']",10
49,regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),0.00027447983914893106,"['PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
50,regulation of cellular amine metabolic process (GO:0033238),0.00030743835217833163,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
51,'de novo' posttranslational protein folding (GO:0051084),0.00034335557637058716,"['HSPA9', 'DNAJB1', 'CCT2', 'HSPA8', 'HSPA5']",10
52,regulation of cellular amino acid metabolic process (GO:0006521),0.00041382644680890986,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
53,positive regulation of telomerase activity (GO:0051973),0.0005284498388466932,"['CCT2', 'HSP90AA1', 'XRCC5', 'TCP1', 'CCT4']",10
54,protein modification by small protein removal (GO:0070646),0.0005715861870020831,"['CDC20', 'COPS3', 'UCHL1', 'PSMD4', 'UBB', 'PSMB3', 'PSMD13', 'PSMD2', 'PSME3', 'ADRM1', 'PSMD1', 'INO80']",10
55,regulation of establishment of planar polarity (GO:0090175),0.000702581201046176,"['PSMD4', 'SAPCD2', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
